sales_id,date,customer_id,product_id,store_id,payment_id,quantity,unit_price
87,2022/01/05,1244,5,3,1,3,35000
88,2022/01/05,1774,4,1,2,1,55000
89,2022/01/06,551,4,1,2,3,55000
90,2022/01/06,357,7,2,2,3,25000
91,2022/01/06,2850,4,3,2,1,55000
92,2022/01/06,2490,1,4,1,2,2500
93,2022/01/06,516,8,4,3,1,4500
94,2022/01/06,497,4,4,2,1,55000
95,2022/01/06,2428,1,1,1,1,2500
96,2022/01/06,1637,3,1,1,1,85000
97,2022/01/06,1067,2,1,3,1,8000
98,2022/01/06,2083,7,1,2,2,25000
99,2022/01/06,3018,2,3,1,2,8000
100,2022/01/06,826,5,2,1,1,35000
101,2022/01/06,413,8,4,1,2,4500
102,2022/01/06,3069,9,4,2,2,12000
103,2022/01/06,2505,8,4,3,1,4500
104,2022/01/06,1123,4,2,1,3,55000
105,2022/01/06,37,1,3,1,1,2500
106,2022/01/06,2915,9,2,1,1,12000
107,2022/01/07,1904,9,2,1,1,12000
108,2022/01/07,3091,1,4,1,1,2500
109,2022/01/07,76,9,3,2,2,12000
110,2022/01/07,851,5,1,3,2,35000
111,2022/01/07,3097,4,3,1,2,55000
112,2022/01/07,1168,9,3,1,2,12000
113,2022/01/07,1066,7,2,3,1,25000
114,2022/01/07,1157,3,3,1,1,85000
115,2022/01/07,2706,9,2,2,2,12000
116,2022/01/07,2961,6,3,2,2,120000
117,2022/01/07,1192,9,2,3,1,12000
118,2022/01/07,1218,5,1,1,3,35000
119,2022/01/07,2387,8,4,1,1,4500
120,2022/01/07,1366,4,1,3,1,55000
121,2022/01/07,1325,4,4,2,2,55000
122,2022/01/07,1811,6,3,3,1,120000
123,2022/01/07,1882,3,3,2,1,85000
124,2022/01/07,173,2,4,2,1,8000
125,2022/01/07,1684,8,1,3,1,4500
126,2022/01/08,2435,9,3,1,1,12000
127,2022/01/08,824,1,2,1,3,2500
128,2022/01/08,2106,5,4,2,2,35000
129,2022/01/08,203,5,4,3,1,35000
130,2022/01/08,1556,9,2,3,1,12000
131,2022/01/08,1550,1,1,2,3,2500
132,2022/01/08,2704,7,1,3,2,25000
133,2022/01/08,1354,8,2,1,1,4500
134,2022/01/08,1372,4,2,2,2,55000
135,2022/01/08,540,5,1,3,3,35000
136,2022/01/08,3007,1,1,1,2,2500
137,2022/01/08,2509,3,1,2,1,85000
138,2022/01/08,2931,5,3,1,1,35000
139,2022/01/08,10,8,2,2,1,4500
140,2022/01/08,877,5,3,1,3,35000
141,2022/01/08,3137,2,4,3,1,8000
142,2022/01/08,1803,5,2,3,1,35000
143,2022/01/08,2875,1,1,1,1,2500
144,2022/01/08,2153,3,3,1,2,85000
145,2022/01/08,2871,6,4,1,2,120000
146,2022/01/08,1669,6,3,1,2,120000
147,2022/01/09,714,3,1,1,3,85000
148,2022/01/09,2505,1,3,1,2,2500
149,2022/01/09,1470,1,1,2,2,2500
150,2022/01/09,2143,8,3,2,1,4500
151,2022/01/09,674,6,2,3,1,120000
152,2022/01/09,268,1,2,1,3,2500
153,2022/01/09,763,9,1,3,2,12000
154,2022/01/09,2901,2,3,3,3,8000
155,2022/01/09,764,2,2,2,1,8000
156,2022/01/09,2846,3,3,2,2,85000
157,2022/01/09,249,6,1,3,2,120000
158,2022/01/09,542,7,2,3,1,25000
159,2022/01/09,2181,4,2,1,1,55000
160,2022/01/09,2833,4,4,1,1,55000
161,2022/01/09,2101,2,1,2,1,8000
162,2022/01/09,43,3,3,1,1,85000
163,2022/01/09,1936,8,4,1,1,4500
164,2022/01/09,1888,3,3,1,1,85000
165,2022/01/09,61,3,3,1,2,85000
166,2022/01/09,1490,6,1,2,1,120000
167,2022/01/09,2693,9,4,2,3,12000
168,2022/01/10,1102,9,2,1,1,12000
169,2022/01/10,2262,8,2,3,2,4500
170,2022/01/10,337,4,1,1,1,55000
171,2022/01/10,1277,4,3,3,3,55000
172,2022/01/10,526,7,2,2,2,25000
173,2022/01/10,2714,8,3,3,1,4500
174,2022/01/10,1647,7,2,3,2,25000
175,2022/01/10,2854,3,3,3,1,85000
176,2022/01/10,1655,5,4,2,1,35000
177,2022/01/10,1297,7,2,2,3,25000
178,2022/01/10,2860,9,1,1,2,12000
179,2022/01/10,2073,4,2,3,1,55000
180,2022/01/10,2157,2,3,3,3,8000
181,2022/01/10,2082,8,4,1,2,4500
182,2022/01/10,2643,9,1,2,2,12000
183,2022/01/10,1306,2,3,3,2,8000
184,2022/01/10,1990,5,1,1,2,35000
185,2022/01/11,1734,6,3,2,1,120000
186,2022/01/11,2398,8,3,1,1,4500
187,2022/01/11,243,8,1,3,3,4500
188,2022/01/11,468,4,3,2,3,55000
189,2022/01/11,2929,8,2,3,3,4500
190,2022/01/11,1465,2,3,3,1,8000
191,2022/01/11,1459,5,2,2,3,35000
192,2022/01/11,2884,3,4,1,2,85000
193,2022/01/11,113,1,2,2,3,2500
194,2022/01/11,1829,4,1,3,1,55000
195,2022/01/11,902,2,4,2,2,8000
196,2022/01/11,1943,2,1,2,2,8000
197,2022/01/11,321,5,1,1,1,35000
198,2022/01/11,1995,8,2,3,1,4500
199,2022/01/12,1605,2,2,1,1,8000
200,2022/01/12,1161,2,4,3,1,8000
201,2022/01/12,2561,8,4,2,2,4500
202,2022/01/12,1856,8,3,1,2,4500
203,2022/01/12,2318,3,1,1,2,85000
204,2022/01/12,2899,4,1,1,1,55000
205,2022/01/12,2137,2,4,3,3,8000
206,2022/01/12,2848,3,1,2,1,85000
207,2022/01/12,1047,1,1,1,1,2500
208,2022/01/12,3055,7,2,2,2,25000
209,2022/01/12,2152,3,3,3,3,85000
210,2022/01/12,1670,3,3,3,1,85000
211,2022/01/12,1472,4,3,3,2,55000
212,2022/01/12,1313,4,2,3,1,55000
213,2022/01/12,420,6,1,1,2,120000
214,2022/01/12,3045,7,1,2,2,25000
215,2022/01/12,2646,2,2,1,1,8000
216,2022/01/13,1142,6,1,3,2,120000
217,2022/01/13,1901,8,4,3,2,4500
218,2022/01/13,2095,4,4,1,1,55000
219,2022/01/13,95,3,3,2,1,85000
220,2022/01/13,2117,4,3,2,1,55000
221,2022/01/13,2920,6,2,3,1,120000
222,2022/01/13,2350,8,2,2,1,4500
223,2022/01/13,3041,8,4,3,2,4500
224,2022/01/13,3052,4,4,1,2,55000
225,2022/01/13,1864,1,4,3,1,2500
226,2022/01/13,1929,6,3,1,3,120000
227,2022/01/13,2827,7,1,2,2,25000
228,2022/01/13,1646,4,2,3,1,55000
229,2022/01/13,3073,6,3,3,2,120000
230,2022/01/13,3017,5,1,2,2,35000
231,2022/01/13,2361,5,2,1,1,35000
232,2022/01/13,575,4,1,2,1,55000
233,2022/01/13,386,7,2,3,1,25000
234,2022/01/13,2395,1,4,3,1,2500
235,2022/01/13,876,3,2,1,2,85000
236,2022/01/13,710,5,4,1,1,35000
237,2022/01/14,1003,6,2,2,2,120000
238,2022/01/14,3121,7,1,1,1,25000
239,2022/01/14,148,6,2,3,2,120000
240,2022/01/14,1384,1,3,1,2,2500
241,2022/01/14,990,7,3,3,1,25000
242,2022/01/14,2080,1,1,1,3,2500
243,2022/01/14,3091,2,1,2,1,8000
244,2022/01/14,3058,2,2,1,1,8000
245,2022/01/14,1702,3,3,1,2,85000
246,2022/01/14,55,7,3,2,1,25000
247,2022/01/14,1902,2,4,1,2,8000
248,2022/01/14,1824,2,3,1,1,8000
249,2022/01/14,313,7,3,3,1,25000
250,2022/01/14,1791,8,2,1,2,4500
251,2022/01/14,2627,3,1,3,1,85000
252,2022/01/14,2144,8,2,2,1,4500
253,2022/01/14,452,4,1,2,2,55000
254,2022/01/14,910,7,4,2,1,25000
255,2022/01/14,775,1,3,1,1,2500
256,2022/01/14,915,4,1,2,1,55000
257,2022/01/14,1921,5,4,3,1,35000
258,2022/01/14,3071,2,3,3,2,8000
259,2022/01/15,805,6,4,2,1,120000
260,2022/01/15,1077,3,4,2,3,85000
261,2022/01/15,1388,8,1,2,3,4500
262,2022/01/15,2680,7,4,1,1,25000
263,2022/01/15,2574,9,4,2,2,12000
264,2022/01/15,1305,7,1,2,3,25000
265,2022/01/15,2542,4,2,2,2,55000
266,2022/01/15,2658,7,1,3,3,25000
267,2022/01/15,2176,5,2,1,3,35000
268,2022/01/15,2082,1,1,1,3,2500
269,2022/01/15,1402,7,1,2,3,25000
270,2022/01/15,2075,9,3,2,1,12000
271,2022/01/15,168,2,4,1,1,8000
272,2022/01/15,2869,7,2,1,1,25000
273,2022/01/15,2970,5,4,2,1,35000
274,2022/01/15,1600,2,4,2,1,8000
275,2022/01/15,2867,5,4,3,1,35000
276,2022/01/15,29,5,3,3,2,35000
277,2022/01/15,1137,7,4,3,3,25000
278,2022/01/15,98,7,3,2,3,25000
279,2022/01/15,2117,8,1,2,2,4500
280,2022/01/15,751,4,3,3,2,55000
281,2022/01/16,3006,2,1,2,1,8000
282,2022/01/16,1525,9,1,1,1,12000
283,2022/01/16,1241,8,2,1,1,4500
284,2022/01/16,131,2,1,3,3,8000
285,2022/01/16,102,2,4,3,2,8000
286,2022/01/16,3116,1,1,1,1,2500
287,2022/01/16,1521,8,3,3,2,4500
288,2022/01/16,1751,5,2,2,1,35000
289,2022/01/16,2514,9,4,3,1,12000
290,2022/01/16,489,7,1,3,1,25000
291,2022/01/16,3029,6,2,3,3,120000
292,2022/01/16,335,5,3,1,1,35000
293,2022/01/16,2736,8,2,3,2,4500
294,2022/01/17,990,4,3,3,1,55000
295,2022/01/17,1467,7,1,2,1,25000
296,2022/01/17,2668,2,3,1,1,8000
297,2022/01/17,2984,7,3,3,1,25000
298,2022/01/17,1373,6,1,1,1,120000
299,2022/01/17,16,2,3,3,1,8000
300,2022/01/17,546,7,1,1,1,25000
301,2022/01/17,1632,3,3,3,3,85000
302,2022/01/17,29,1,1,2,2,2500
303,2022/01/17,748,9,4,3,1,12000
304,2022/01/17,266,9,3,3,2,12000
305,2022/01/17,389,1,2,1,1,2500
306,2022/01/17,1166,8,2,2,2,4500
307,2022/01/17,146,5,1,1,2,35000
308,2022/01/17,1999,9,3,1,1,12000
309,2022/01/17,964,5,1,1,1,35000
310,2022/01/17,710,7,4,3,3,25000
311,2022/01/17,11,2,1,3,2,8000
312,2022/01/18,1608,4,1,3,3,55000
313,2022/01/18,885,3,1,2,1,85000
314,2022/01/18,226,9,2,1,1,12000
315,2022/01/18,2554,3,4,2,2,85000
316,2022/01/18,1797,6,3,3,1,120000
317,2022/01/18,1545,3,4,2,1,85000
318,2022/01/18,1597,3,2,2,3,85000
319,2022/01/18,2264,3,4,3,3,85000
320,2022/01/18,781,8,1,3,1,4500
321,2022/01/18,2377,4,2,1,1,55000
322,2022/01/18,1291,9,4,3,1,12000
323,2022/01/18,988,9,3,1,1,12000
324,2022/01/18,1356,9,3,1,2,12000
325,2022/01/18,1419,2,4,3,3,8000
326,2022/01/19,1200,2,2,1,2,8000
327,2022/01/19,1712,5,1,1,1,35000
328,2022/01/19,3112,3,2,3,1,85000
329,2022/01/19,2088,1,2,3,2,2500
330,2022/01/19,2401,9,1,3,2,12000
331,2022/01/19,1717,4,3,3,3,55000
332,2022/01/19,700,7,1,3,2,25000
333,2022/01/19,826,9,3,3,1,12000
334,2022/01/19,2720,5,2,3,1,35000
335,2022/01/19,2404,2,2,1,2,8000
336,2022/01/19,1548,7,2,1,3,25000
337,2022/01/19,1691,1,1,1,1,2500
338,2022/01/19,700,8,1,3,3,4500
339,2022/01/19,2515,7,2,1,1,25000
340,2022/01/19,1436,5,1,2,2,35000
341,2022/01/19,2964,4,2,3,1,55000
342,2022/01/20,2449,6,1,2,1,120000
343,2022/01/20,2258,2,2,3,2,8000
344,2022/01/20,716,4,3,3,2,55000
345,2022/01/20,2429,7,1,3,1,25000
346,2022/01/20,2927,3,3,2,1,85000
347,2022/01/20,1454,2,1,1,1,8000
348,2022/01/20,2445,9,3,3,2,12000
349,2022/01/20,2205,4,4,2,3,55000
350,2022/01/20,3094,3,1,2,2,85000
351,2022/01/20,989,5,3,1,1,35000
352,2022/01/20,84,6,3,1,2,120000
353,2022/01/20,1411,1,2,2,1,2500
354,2022/01/20,1981,3,4,1,1,85000
355,2022/01/20,792,2,3,3,2,8000
356,2022/01/20,2478,9,1,1,2,12000
357,2022/01/20,520,2,4,3,1,8000
358,2022/01/20,349,5,4,2,1,35000
359,2022/01/20,2964,9,2,2,1,12000
360,2022/01/20,1260,4,4,1,3,55000
361,2022/01/20,1017,6,2,1,2,120000
362,2022/01/20,2434,8,4,3,2,4500
363,2022/01/20,2769,8,1,2,3,4500
364,2022/01/21,1390,6,4,3,2,120000
365,2022/01/21,729,1,4,2,1,2500
366,2022/01/21,1416,6,3,1,1,120000
367,2022/01/21,2636,9,2,3,3,12000
368,2022/01/21,1110,4,1,2,1,55000
369,2022/01/21,2044,1,2,1,1,2500
370,2022/01/21,1769,1,1,2,3,2500
371,2022/01/21,2242,6,3,2,3,120000
372,2022/01/21,2170,2,3,2,1,8000
373,2022/01/21,887,1,4,3,2,2500
374,2022/01/21,1987,6,1,2,1,120000
375,2022/01/21,2271,9,2,2,2,12000
376,2022/01/21,1108,7,3,2,1,25000
377,2022/01/21,22,3,3,1,2,85000
378,2022/01/21,874,2,2,3,2,8000
379,2022/01/21,2957,9,1,3,1,12000
380,2022/01/21,750,4,1,1,2,55000
381,2022/01/22,307,2,2,2,1,8000
382,2022/01/22,662,5,4,1,1,35000
383,2022/01/22,2972,3,3,1,2,85000
384,2022/01/22,1983,1,3,1,3,2500
385,2022/01/22,1749,8,4,1,2,4500
386,2022/01/22,2780,4,4,2,1,55000
387,2022/01/22,2995,9,4,2,2,12000
388,2022/01/22,2914,4,2,3,1,55000
389,2022/01/22,2980,6,3,2,1,120000
390,2022/01/22,1395,6,1,3,2,120000
391,2022/01/22,530,8,1,3,1,4500
392,2022/01/22,2915,8,4,2,1,4500
393,2022/01/22,940,2,3,1,2,8000
394,2022/01/22,3053,9,2,2,2,12000
395,2022/01/22,381,8,3,1,2,4500
396,2022/01/22,130,7,2,1,1,25000
397,2022/01/22,2041,2,3,1,2,8000
398,2022/01/22,2047,1,4,1,1,2500
399,2022/01/22,3082,3,2,2,1,85000
400,2022/01/22,1629,9,1,1,2,12000
401,2022/01/23,3020,1,1,2,2,2500
402,2022/01/23,1308,9,3,1,2,12000
403,2022/01/23,2213,1,1,3,3,2500
404,2022/01/23,620,4,2,2,1,55000
405,2022/01/23,969,5,4,2,2,35000
406,2022/01/23,3073,7,3,2,2,25000
407,2022/01/23,1083,5,1,1,1,35000
408,2022/01/23,1230,4,1,2,1,55000
409,2022/01/23,126,2,1,2,2,8000
410,2022/01/23,1209,7,3,3,1,25000
411,2022/01/23,919,6,4,3,3,120000
412,2022/01/23,308,2,2,3,1,8000
413,2022/01/23,1365,1,3,1,3,2500
414,2022/01/23,517,6,3,2,1,120000
415,2022/01/23,2359,7,2,3,1,25000
416,2022/01/23,2162,2,1,2,1,8000
417,2022/01/23,588,8,1,2,2,4500
418,2022/01/23,2849,1,3,3,3,2500
419,2022/01/23,3125,5,1,2,3,35000
420,2022/01/23,1010,6,3,1,1,120000
421,2022/01/24,688,9,1,1,1,12000
422,2022/01/24,3019,4,2,1,3,55000
423,2022/01/24,494,4,2,3,3,55000
424,2022/01/24,2445,9,3,3,2,12000
425,2022/01/24,1355,1,4,2,3,2500
426,2022/01/24,455,9,1,3,1,12000
427,2022/01/24,711,5,3,1,1,35000
428,2022/01/24,1441,1,4,1,1,2500
429,2022/01/24,1964,6,2,3,1,120000
430,2022/01/24,3016,2,2,1,1,8000
431,2022/01/24,2133,8,4,2,3,4500
432,2022/01/24,1948,5,1,2,1,35000
433,2022/01/24,12,5,2,1,2,35000
434,2022/01/24,1764,7,2,2,1,25000
435,2022/01/24,2412,5,3,3,2,35000
436,2022/01/24,1148,9,4,3,1,12000
437,2022/01/24,324,5,1,2,1,35000
438,2022/01/25,1917,4,4,1,2,55000
439,2022/01/25,2542,3,4,2,2,85000
440,2022/01/25,2718,2,2,1,2,8000
441,2022/01/25,2692,9,2,3,2,12000
442,2022/01/25,1063,7,3,1,1,25000
443,2022/01/25,445,8,4,2,3,4500
444,2022/01/25,1409,8,1,2,1,4500
445,2022/01/25,2189,7,2,2,2,25000
446,2022/01/25,2774,9,2,1,1,12000
447,2022/01/25,984,9,1,2,1,12000
448,2022/01/25,859,5,4,2,1,35000
449,2022/01/25,3132,7,2,1,1,25000
450,2022/01/25,915,4,2,1,1,55000
451,2022/01/25,581,1,3,2,1,2500
452,2022/01/26,662,5,3,3,2,35000
453,2022/01/26,1547,9,2,1,2,12000
454,2022/01/26,441,9,2,3,2,12000
455,2022/01/26,1578,6,1,3,1,120000
456,2022/01/26,2507,7,4,2,1,25000
457,2022/01/26,1604,6,2,3,2,120000
458,2022/01/26,1006,4,4,1,1,55000
459,2022/01/26,1923,9,4,1,1,12000
460,2022/01/26,1094,9,3,1,1,12000
461,2022/01/26,2876,2,4,1,2,8000
462,2022/01/26,160,5,4,2,1,35000
463,2022/01/26,67,6,4,1,1,120000
464,2022/01/26,342,6,2,3,2,120000
465,2022/01/26,2818,6,1,3,1,120000
466,2022/01/26,1495,4,4,2,2,55000
467,2022/01/27,2501,9,3,2,3,12000
468,2022/01/27,2718,9,3,1,2,12000
469,2022/01/27,3028,3,4,2,2,85000
470,2022/01/27,348,3,4,2,2,85000
471,2022/01/27,2004,8,4,1,1,4500
472,2022/01/27,286,5,4,2,3,35000
473,2022/01/27,3026,8,3,1,2,4500
474,2022/01/27,2832,6,4,2,2,120000
475,2022/01/27,481,7,2,1,1,25000
476,2022/01/27,2409,5,2,3,1,35000
477,2022/01/27,3017,1,3,3,2,2500
478,2022/01/27,1726,7,2,2,3,25000
479,2022/01/27,1443,6,3,3,3,120000
480,2022/01/27,1340,5,4,2,2,35000
481,2022/01/28,42,6,2,1,1,120000
482,2022/01/28,1694,6,3,3,2,120000
483,2022/01/28,73,5,3,2,1,35000
484,2022/01/28,130,3,2,2,2,85000
485,2022/01/28,2002,9,2,1,2,12000
486,2022/01/28,2870,1,4,3,3,2500
487,2022/01/28,2881,6,2,1,2,120000
488,2022/01/28,2947,3,1,2,1,85000
489,2022/01/28,1677,5,2,1,1,35000
490,2022/01/28,964,9,3,1,2,12000
491,2022/01/28,3084,4,2,1,2,55000
492,2022/01/28,2495,6,4,1,1,120000
493,2022/01/28,254,2,4,3,1,8000
494,2022/01/28,2335,3,1,3,1,85000
495,2022/01/28,2826,9,2,2,1,12000
496,2022/01/28,690,8,3,1,1,4500
497,2022/01/28,1123,5,1,2,3,35000
498,2022/01/28,883,7,4,1,2,25000
499,2022/01/28,1796,7,4,1,2,25000
500,2022/01/28,1383,4,1,2,1,55000
501,2022/01/28,3135,5,4,3,3,35000
502,2022/01/28,768,3,3,3,2,85000
503,2022/01/28,3030,7,1,1,3,25000
504,2022/01/29,1207,2,2,3,2,8000
505,2022/01/29,2294,6,3,1,1,120000
506,2022/01/29,1912,7,1,1,2,25000
507,2022/01/29,2261,2,1,1,2,8000
508,2022/01/29,2386,5,1,1,1,35000
509,2022/01/29,497,5,4,3,2,35000
510,2022/01/29,2558,4,2,2,1,55000
511,2022/01/29,1769,4,1,2,1,55000
512,2022/01/29,2069,1,1,1,1,2500
513,2022/01/29,425,1,2,1,1,2500
514,2022/01/29,3082,2,2,1,2,8000
515,2022/01/29,715,7,2,3,3,25000
516,2022/01/29,2248,1,3,1,2,2500
517,2022/01/29,856,3,1,1,2,85000
518,2022/01/29,1032,8,1,3,1,4500
519,2022/01/29,408,3,4,1,2,85000
520,2022/01/29,148,5,4,2,3,35000
521,2022/01/29,1675,4,3,3,1,55000
522,2022/01/29,2588,3,3,2,2,85000
523,2022/01/29,773,6,4,2,3,120000
524,2022/01/29,992,1,3,1,1,2500
525,2022/01/29,3010,2,3,1,2,8000
526,2022/01/29,2884,9,1,1,1,12000
527,2022/01/29,119,2,2,1,2,8000
528,2022/01/30,1512,2,2,1,2,8000
529,2022/01/30,2208,2,3,2,1,8000
530,2022/01/30,936,2,3,1,1,8000
531,2022/01/30,488,9,2,2,2,12000
532,2022/01/30,2462,4,1,3,3,55000
533,2022/01/30,2161,8,1,3,1,4500
534,2022/01/30,1568,7,3,1,2,25000
535,2022/01/30,1257,2,1,1,3,8000
536,2022/01/30,2709,8,2,2,2,4500
537,2022/01/30,1760,6,2,3,1,120000
538,2022/01/30,2582,2,2,1,2,8000
539,2022/01/30,463,4,3,2,1,55000
540,2022/01/30,1431,8,4,1,3,4500
541,2022/01/30,2469,1,4,3,3,2500
542,2022/01/30,2067,7,1,2,2,25000
543,2022/01/30,1305,5,3,2,1,35000
544,2022/01/31,2177,5,3,1,2,35000
545,2022/01/31,1507,2,3,1,1,8000
546,2022/01/31,1429,7,3,3,1,25000
547,2022/01/31,2985,9,4,2,1,12000
548,2022/01/31,2650,6,4,1,3,120000
549,2022/01/31,1038,9,2,1,1,12000
550,2022/01/31,3092,3,3,3,3,85000
551,2022/01/31,1125,4,3,1,2,55000
552,2022/01/31,1044,8,2,3,1,4500
553,2022/01/31,1829,6,1,2,2,120000
554,2022/01/31,2250,6,2,1,2,120000
555,2022/01/31,3092,1,3,3,2,2500
556,2022/01/31,526,3,4,1,1,85000
557,2022/02/01,2948,8,2,2,3,4500
558,2022/02/01,594,3,3,3,1,85000
559,2022/02/01,1902,3,2,1,2,85000
560,2022/02/01,542,6,1,3,2,120000
561,2022/02/01,2067,4,2,3,1,55000
562,2022/02/01,1207,1,2,3,2,2500
563,2022/02/01,1137,9,4,2,2,12000
564,2022/02/01,161,1,2,3,1,2500
565,2022/02/01,399,6,3,2,2,120000
566,2022/02/01,75,7,1,2,2,25000
567,2022/02/01,1529,4,1,2,1,55000
568,2022/02/01,1795,1,2,2,3,2500
569,2022/02/01,2029,6,1,3,2,120000
570,2022/02/01,2611,5,3,2,1,35000
571,2022/02/01,922,3,1,1,2,85000
572,2022/02/01,2004,1,1,2,2,2500
573,2022/02/01,2404,6,2,2,1,120000
574,2022/02/01,2979,1,4,1,2,2500
575,2022/02/01,1862,9,2,2,2,12000
576,2022/02/01,188,9,3,1,2,12000
577,2022/02/01,2773,8,4,2,3,4500
578,2022/02/01,1366,7,3,3,2,25000
579,2022/02/01,270,8,2,2,1,4500
580,2022/02/01,205,6,4,1,2,120000
581,2022/02/01,1252,8,3,2,1,4500
582,2022/02/02,2244,2,1,3,3,8000
583,2022/02/02,2687,2,4,3,2,8000
584,2022/02/02,1496,7,1,2,1,25000
585,2022/02/02,2540,8,4,2,1,4500
586,2022/02/02,165,5,2,1,1,35000
587,2022/02/02,1754,5,4,1,1,35000
588,2022/02/02,371,9,1,1,2,12000
589,2022/02/02,425,1,2,1,2,2500
590,2022/02/02,895,9,3,2,1,12000
591,2022/02/02,593,8,1,1,1,4500
592,2022/02/02,2076,9,3,2,1,12000
593,2022/02/02,529,2,2,2,3,8000
594,2022/02/02,2658,1,2,1,2,2500
595,2022/02/02,1538,6,4,1,1,120000
596,2022/02/02,2890,2,4,3,2,8000
597,2022/02/02,588,8,3,2,2,4500
598,2022/02/02,571,3,4,3,1,85000
599,2022/02/02,960,7,1,2,2,25000
600,2022/02/02,1902,4,2,3,2,55000
601,2022/02/02,2127,6,4,2,1,120000
602,2022/02/02,3049,8,2,2,1,4500
603,2022/02/02,447,2,1,2,1,8000
604,2022/02/02,1992,1,2,3,3,2500
605,2022/02/02,2727,4,3,1,1,55000
606,2022/02/02,1202,3,1,3,1,85000
607,2022/02/03,8,8,4,1,2,4500
608,2022/02/03,485,5,4,3,1,35000
609,2022/02/03,559,8,2,2,2,4500
610,2022/02/03,468,6,4,2,1,120000
611,2022/02/03,2925,3,3,2,1,85000
612,2022/02/03,40,6,1,1,2,120000
613,2022/02/03,2976,5,4,2,3,35000
614,2022/02/03,2414,6,3,1,2,120000
